nome	data	materiale	locus	description	url	gulpease	flesch_reading_ease	description_lemmatized	count_FO_description
pianeta (elemento d'insieme)	1890-1910	seta/ tessuto/ opera cotone/ raso filo dorato	Incisa Scapaccino (AT)	Pianeta con fondo raso legato in diagonale, laminato in oro. Gallone tessuto in filo dorato su anima di seta gialla. Fodera recente di raso in cotone di colore giallo. Il disegno è costituito da motivi sinuosi in bande verticali composti da foglie d'uva, grappoli, spighe e foglie d'acanto. Motivo centrale a rombo composto da una piccola griglia con rose ai lati, che prosegue in un mazzo di fiordalisi e foglie	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036835-1	61.4	75.38	pianeta con fondo raso legare in diagonale , laminare in oro . gallone tessuto in filo dorato su anima di seta giallo . fodera recente di raso in cotone di colore giallo . il disegno essere costituire da motivo sinuoso in banda verticale comporre da foglia di uva , grappolo , spiga e foglia di acanto . motivo centrale a rombo comporre da uno piccolo griglia con rosa a il lato , che proseguire in uno mazzo di fiordalisi e foglia	30
pianeta (elemento d'insieme)	1890-1910	filo dorato cotone/ raso filo di seta seta/ raso	Incisa Scapaccino (AT)	Pianeta con fondo raso giallo con trame lanciate in seta policroma e trame broccate in oro filato. Fodera di raso di cotone color arancio. Motivo decorativo a nastri ondulati in bande verticali costituito da tralci di fiori di campo e foglie. Al centro un medaglione romboidale composto da rose e peonie con foglie prolungate in alto. Colori rosa, viola, lilla e verde	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036836-1	63.7	76.02	pianeta con fondo raso giallo con trama lanciare in seta policromo e trama broccato in oro filato . fodera di raso di cotone color arancio . motivo decorativo a nastro ondulato in banda verticale costituire da tralco di fiore di campo e foglia . a il centro uno medaglione romboidale comporre da rosa e peonia con foglia prolungare in alto . colore rosa , viola , lilla e verde	24
manipolo (elemento d'insieme)	1890-1910	cotone/ raso seta/ raso filo di seta filo dorato	Incisa Scapaccino (AT)	Manipolo con fondo raso giallo con trame lanciate in seta policroma e trame broccate in oro filato. Fodera di raso di cotone color arancio. Motivo decorativo a nastri ondulati in bande verticali costituito da tralci di fiori di campo e foglie. Colori rosa, viola, lilla e verde	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036836-3	65.4	75.3	manipolo con fondo raso giallo con trama lanciare in seta policromo e trama broccato in oro filato . fodera di raso di cotone color arancio . motivo decorativo a nastro ondulato in banda verticale costituire da tralco di fiore di campo e foglia . colore rosa , viola , lilla e verde	18
velo di calice (elemento d'insieme)	1890-1910	cotone/ raso filo di seta seta/ raso filo dorato	Incisa Scapaccino (AT)	Velo di calice con fondo raso giallo con trame lanciate in seta policroma e trame broccate in oro filato. Fodera di raso di cotone color arancio. Motivo decorativo a nastri ondulati in bande verticali costituito da tralci di fiori di campo e foglie. Al centro un medaglione romboidale composto da rose e peonie con foglie prolungate in alto. Colori rosa, viola, lilla e verde	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036836-4	63.7	76.58	velo di calice con fondo raso giallo con trama lanciare in seta policromo e trama broccato in oro filato . fodera di raso di cotone color arancio . motivo decorativo a nastro ondulato in banda verticale costituire da tralco di fiore di campo e foglia . a il centro uno medaglione romboidale comporre da rosa e peonia con foglia prolungare in alto . colore rosa , viola , lilla e verde	23
pianeta (elemento d'insieme)	1890-1910	cotone/ raso filo di seta seta/ raso filo dorato filo d'argento	Incisa Scapaccino (AT)	Pianeta con fondo raso giallo con trame lanciate in seta policroma e trame broccate in oro filato e argento. Fodera di raso di cotone color arancio. Motivo decorativo a nastri ondulati in bande verticali costituito da fiori di campo e foglie. Al centro rose e peonie formano una composizione semicircolare con foglie. Colori rosa, viola e verde	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036837-1	64.8	72.7	pianeta con fondo raso giallo con trama lanciare in seta policromo e trama broccato in oro filato e argento . fodera di raso di cotone color arancio . motivo decorativo a nastro ondulato in banda verticale costituire da fiore di campo e foglia . a il centro rosa e peonia formare uno composizione semicircolare con foglia . colore rosa , violare e verde	23
manipolo (elemento d'insieme)	1890-1910	filo dorato filo d'argento cotone/ raso seta/ raso filo di seta	Incisa Scapaccino (AT)	Manipolo con fondo raso giallo con trame lanciate in seta policroma e trame broccate in oro filato e argento. Fodera di raso di cotone color arancio. Motivo decorativo a nastri ondulati in bande verticali costituito da fiori di campo e foglie. Al centro rose e peonie formano una composizione semicircolare con foglie. Colori rosa, viola e verde	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036837-3	64.6	71.68	manipolo con fondo raso giallo con trama lanciare in seta policromo e trama broccato in oro filato e argento . fodera di raso di cotone color arancio . motivo decorativo a nastro ondulato in banda verticale costituire da fiore di campo e foglia . a il centro rosa e peonia formare uno composizione semicircolare con foglia . colore rosa , violare e verde	22
pianeta (elemento d'insieme)	1900-1910	cotone/ raso filo di seta seta/ raso filo dorato	Incisa Scapaccino (AT)	Pianeta con fondo raso rosso, trame lanciate in oro. Gallone in filo dorato su anima di seta gialla. Il disegno è costituito da un motivo decorativo a nastri ondulanti in bande verticali composti da rose, campanule e lunghe foglie lanceolate	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036838-1	61.0	70.71	pianeta con fondo raso rosso , trama lanciare in oro . gallone in filo dorato su anima di seta giallo . il disegno essere costituire da uno motivo decorativo a nastro ondulanto in banda verticale comporre da rosa , campanule e lungo foglia lanceolato	26
pianeta (elemento d'insieme)	1925-1949	cotone/ raso filo di seta seta/ raso filo dorato	Incisa Scapaccino (AT)	Pianeta con fondo raso avorio lanciato in sete policrome. Fodera rasatello color giallo. Il disegno è costituito da un motivo a maglie polilobate al cui centro si evidenziano due rose e una dalia. Colori rosso porpora, viola, rosa, verde chiaro, verde scuro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036841-1	66.1	76.21	pianeta con fondo raso avorio lanciare in sete policrome . Fodera rasatello color giallo . il disegno essere costituire da uno motivo a maglia polilobare a il cui centro si evidenziare due rosa e uno dalia . colore rosso porpora , viola , rosa , verde chiaro , verde scuro	26
stola (elemento d'insieme)	1925-1949	cotone/ raso seta/ raso filo di seta filo dorato	Incisa Scapaccino (AT)	Stola con fondo raso avorio lanciato in sete policrome. Fodera rasatello color giallo. Il disegno è costituito da un motivo a maglie polilobate al cui centro si evidenziano due rose e una dalia. Colori rosso porpora, viola, rosa, verde chiaro, verde scuro. Sulle alette è cucita la stoffa del gallone a formare una croce	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036841-2	67.3	80.74	stola con fondo raso avorio lanciare in sete policrome . Fodera rasatello color giallo . il disegno essere costituire da uno motivo a maglia polilobare a il cui centro si evidenziare due rosa e uno dalia . colore rosso porpora , viola , rosa , verde chiaro , verde scuro . su il aletta essere cucire il stoffa di il gallone a formare uno croce	28
stola (elemento d'insieme)	1900-1924	filo di seta seta/ raso filo dorato seta/ ricamo cotone/ raso	Incisa Scapaccino (AT)	Stola con fondo di base in raso bianco ricamato in filato d'oro e sete policrome. Il disegno è costituito da una fascia a motivi geometrici a sviluppo verticale arricchita da piccoli fiori in sete policrome, stelle e corone stilizzate	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036850-2	54.1	59.35	stola con fondo di base in raso bianco ricamare in filato di oro e sete policrome . il disegno essere costituire da uno fascia a motivo geometrico a sviluppo verticale arricchire da piccolo fiore in sete policrome , stella e corona stilizzato	22
manipolo (elemento d'insieme)	1900-1924	filo dorato seta/ ricamo cotone/ raso seta/ raso filo di seta	Incisa Scapaccino (AT)	Manipolo con fondo di base in raso bianco ricamato in filato d'oro e sete policrome. Il disegno è costituito da una fascia a motivi geometrici a sviluppo verticale arricchita da piccoli fiori in sete policrome, stelle e corone stilizzate	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036850-3	53.4	56.29	manipolo con fondo di base in raso bianco ricamare in filato di oro e sete policrome . il disegno essere costituire da uno fascia a motivo geometrico a sviluppo verticale arricchire da piccolo fiore in sete policrome , stella e corona stilizzato	22
borsa del corporale (elemento d'insieme)	1900-1924	seta/ ricamo cotone/ raso seta/ raso filo di seta filo dorato	Incisa Scapaccino (AT)	Borsa del corporale con fondo di base in raso bianco ricamato in filato d'oro e sete policrome al centro e nel contorno. Il disegno è costituito da una fascia a motivi geometrici e piccolo motivo fitomorfo	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036850-5	58.4	68.62	borsa di il corporale con fondo di base in raso bianco ricamare in filato di oro e sete policrome a il centro e in il contorno . il disegno essere costituire da uno fascia a motivo geometrico e piccolo motivo fitomorfo	21
pianeta (elemento d'insieme)	1850-1899	filo d'argento seta/ tessuto/ broccatura seta/ gros de Tours filo di seta cotone	Incisa Scapaccino (AT)	Pianeta sul cui fondo in gros de Tours in seta verde è definito il disegno interamente eseguito da trame broccate in filati di seta policromi. Il gallone, decorato a nastro, è in argento filato. Il disegno si compone di mazzetti floreali in posizione sfalsata legati da un rametto ondulante con foglie e fiori più piccoli	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036851-1	56.8	68.83	pianeta su il cui fondo in gros de tours in seta verde essere definire il disegno interamente eseguire da trama broccato in filato di seta policromi . il gallone , decorare a nastro , essere in argento filato . il disegno si comporre di mazzetto floreale in posizione sfalsato legare da uno rametto ondulante con foglia e fiore più piccolo	26
pianeta (elemento d'insieme)	1890-1910	cotone filo d'argento oro lamellare/ trama lanciata seta/ tessuto/ laminatura filo di seta	Incisa Scapaccino (AT)	Pianeta il cui tessuto di fondo è in seta gialla su cui intervengono trame lanciate in oro filato. Il gallone, in seta e argento filato, ha un disegno a foglie lanceolate alternate da un fiore a quattro petali	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036854-1	59.5	75.48	pianeta il cui tessuto di fondo essere in seta giallo su cui intervenire trama lanciare in oro filato . il gallone , in seta e argento filato , avere uno disegno a foglia lanceolato alternare da uno fiore a quattro petale	21
tunicella (serie)	1890-1910	filo d'argento oro lamellare/ trama lanciata seta/ tessuto/ laminatura filo di seta cotone	Incisa Scapaccino (AT)	Tunicella il cui tessuto di fondo è in seta gialla su cui intervengono trame lanciate in oro filato. Il gallone, in seta e argento filato, ha un disegno a foglie lanceolate alternate da un fiore a quattro petali	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036854-2	59.0	73.86	tunicellare il cui tessuto di fondo essere in seta giallo su cui intervenire trama lanciare in oro filato . il gallone , in seta e argento filato , avere uno disegno a foglia lanceolato alternare da uno fiore a quattro petale	20
manipolo (serie)	1890-1910	oro lamellare/ trama lanciata filo di seta seta/ tessuto/ laminatura cotone filo d'argento	Incisa Scapaccino (AT)	Manipolo il cui tessuto di fondo è in seta gialla su cui intervengono trame lanciate in oro filato. Il gallone, in seta e argento filato, ha un disegno a foglie lanceolate alternate da un fiore a quattro petali. Sulle alette è cucita la stoffa del gallone a formare una croce	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036854-4	61.8	78.89	manipolo il cui tessuto di fondo essere in seta giallo su cui intervenire trama lanciare in oro filato . il gallone , in seta e argento filato , avere uno disegno a foglia lanceolato alternare da uno fiore a quattro petale . su il aletta essere cucire il stoffa di il gallone a formare uno croce	21
velo di calice (elemento d'insieme)	1890-1910	cotone filo d'argento oro lamellare/ trama lanciata seta/ tessuto/ laminatura filo di seta	Incisa Scapaccino (AT)	Velo di calice il cui tessuto di fondo è in seta gialla su cui intervengono trame lanciate in oro filato. Il gallone è in seta e argento filato	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036854-5	69.0	87.38	velo di calice il cui tessuto di fondo essere in seta giallo su cui intervenire trama lanciare in oro filato . il gallone essere in seta e argento filato	13
pianeta (elemento d'insieme)	1890-1910	seta/ lampasso filo di seta cotone filo d'argento	Incisa Scapaccino (AT)	Pianeta in lampasso di seta color oro. Su fondo, fissato in diagonale, intervengono i fili in una seconda trama e di un secondo ordito dello steso colore che intrecciandosi danno origine al disegno del tessuto. Quest'ultimo si compone di due girali in posizione speculare formati da spighe, foglie d'acanto e di vite. Completano l'ornato una coppia di rose spampanate, grappoli d'uva, viticci e piccoli fiori, il tutto riunito a mazzo	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036855-1	54.0	64.83	pianeta in lampasso di seta color oro . su fondo , fissare in diagonale , intervengono il filo in uno secondo trama e di uno secondo ordito di il steso colore che intrecciare si danno origine a il disegno di il tessuto . questo ultimo si comporre di due girale in posizione speculare formare da spiga , foglia di acanto e di Vite . completare il ornato uno coppia di rosa spampanato , grappolo di uva , viticcio e piccolo fiore , il tutto riunire a mazzo	33
pianeta (elemento d'insieme)	1890-1910	seta/ raso filo di seta cotone filo dorato	Incisa Scapaccino (AT)	Pianeta il cui fondo è costituito da un'armatura in raso color avorio a cui si aggiunge, per contrasto, una trama lanciata in oro filato. Il disegno si compone di due ampie maglie ovali definite da foglie d'acanto e, nei punti di contingenza, da un motivo gigliato. All'interno di ciascuna maglia si sviluppa una ricca decorazione vegetale centrata da uno stelo con fiore a sei petali	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036857-1	53.6	69.69	pianeta il cui fondo essere costituire da uno armatura in raso color avorio a cui si aggiungere , per contrasto , uno trama lanciare in oro filato . il disegno si comporre di due ampio maglia ovale definire da foglia di acanto e , in il punto di contingenza , da uno motivo gigliato . a il interno di ciascuno maglia si sviluppare uno ricco decorazione vegetale centrare da uno stelo con fiore a sei petale	33
stola (serie)	1890-1910	cotone filo dorato seta/ raso filo di seta	Incisa Scapaccino (AT)	Stola il cui fondo è costituito da un'armatura in raso color avorio a cui si aggiunge, per contrasto, una trama lanciata in oro filato. Il disegno si compone di due ampie maglie ovali definite da foglie d'acanto e, nei punti di contingenza, da un motivo gigliato. All'interno di ciascuna maglia si sviluppa una ricca decorazione vegetale centrata da uno stelo con fiore a sei petali	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036857-3	53.9	70.65	stola il cui fondo essere costituire da uno armatura in raso color avorio a cui si aggiungere , per contrasto , uno trama lanciare in oro filato . il disegno si comporre di due ampio maglia ovale definire da foglia di acanto e , in il punto di contingenza , da uno motivo gigliato . a il interno di ciascuno maglia si sviluppare uno ricco decorazione vegetale centrare da uno stelo con fiore a sei petale	32
velo di calice (elemento d'insieme)	1890-1910	filo di seta seta/ raso cotone filo dorato	Incisa Scapaccino (AT)	Velo di calice il cui fondo è costituito da un'armatura in raso color avorio a cui si aggiunge, per contrasto, una trama lanciata in oro filato. Il disegno si compone di due ampie maglie ovali definite da foglie d'acanto e, nei punti di contingenza, da un motivo gigliato. All'interno di ciascuna maglia si sviluppa una ricca decorazione vegetale centrata da uno stelo con fiore a sei petali	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036857-5	53.9	69.81	velo di calice il cui fondo essere costituire da uno armatura in raso color avorio a cui si aggiungere , per contrasto , uno trama lanciare in oro filato . il disegno si comporre di due ampio maglia ovale definire da foglia di acanto e , in il punto di contingenza , da uno motivo gigliato . a il interno di ciascuno maglia si sviluppare uno ricco decorazione vegetale centrare da uno stelo con fiore a sei petale	32
pianeta (elemento d'insieme)	1800-1849	seta/ raso filo/ ricamo a punto pieno filo di seta/ lavorazione ad ago filo dorato seta/ ricamo	Incisa Scapaccino (AT)	Pianeta il cui tessuto di fondo, prodotto da un raso tinta avorio, è ricamato a punto pieno, punto lanciato e punto erba. I galloni sono ricamati in oro a punto pieno. Il disegno è definito da due ampi girali in posizione speculare, da cui si diramano rametti fogliati, foglie di vite, viticci e fiori di campo. Sullo stolone si osservano grappoli d'uva e un rametto centrale di spighe dorate	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036859-1	59.4	72.77	pianeta il cui tessuto di fondo , produrre da uno raso tinta avorio , essere ricamare a punto pieno , punto lanciato e punto erba . il gallono essere ricamare in oro a punto pieno . il disegno essere definire da due ampio girale in posizione speculare , da cui si diramare rametto fogliato , foglia di Vite , viticcio e fiore di campo . su il stolone si osservare grappolo di uva e uno rametto centrale di spiga dorato	27
tunicella (serie)	1800-1849	seta/ ricamo seta/ raso filo di seta/ lavorazione ad ago filo/ ricamo a punto pieno filo dorato	Incisa Scapaccino (AT)	Tunicella il cui tessuto di fondo, prodotto da un raso tinta avorio, è ricamato a punto pieno, punto lanciato e punto erba. I galloni sono ricamati in oro a punto pieno. Il disegno è definito da due ampi girali in posizione speculare, da cui si diramano rametti fogliati, foglie di vite, viticci e fiori di campo	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036859-3	59.2	72.69	tunicellare il cui tessuto di fondo , produrre da uno raso tinta avorio , essere ricamare a punto pieno , punto lanciato e punto erba . il gallono essere ricamare in oro a punto pieno . il disegno essere definire da due ampio girale in posizione speculare , da cui si diramare rametto fogliato , foglia di Vite , viticcio e fiore di campo	23
pianeta (elemento d'insieme)	1890-1910	seta/ lampasso filo di seta cotone filo dorato	Incisa Scapaccino (AT)	Pianeta in lampasso fondo oro con disegni a rilievo ottenuti mediante l'intreccio di una seconda trama e di un secondo ordito in oro filato. Il disegno è definito da due girali in posizione speculare dai quali traggono origine spighe, foglie d'acanto e di vite. Grandi rose fiorite con grappoli d'uva e margherite si incontrano al centro entro un vaso stilizzato	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036863-1	53.5	63.98	pianeta in lampasso fondo oro con disegno a rilievo ottenere mediante il intreccio di uno secondo trama e di uno secondo ordito in oro filato . il disegno essere definire da due girale in posizione speculare da il quale traggere origine spiga , foglia di acanto e di vita . grande rosa fiorire con grappolo di uva e margherita si incontrare a il centro entro uno vaso stilizzare	29
pianeta (elemento d'insieme)	1890-1910	filo di seta cotone filo dorato seta/ damasco	Incisa Scapaccino (AT)	Pianeta il cui fondo del tessuto è ottenuto dai fili di ordito e dalla trama entrambi in seta rossa. Il disegno è formato da teorie verticali con foglie stilizzate i cui tralci si incrociano con andamento sinuoso	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100036864-1	57.6	69.71	pianeta il cui fondo di il tessuto essere ottenere da il filo di ordito e da il trama entrambi in seta rosso . il disegno essere formare da teoria verticale con foglia stilizzato il cui tralce si incrociare con andamento sinuoso	19
dipinto	1909-1909	intonaco/ pittura a fresco	Ivrea (TO)	S. Giovanni, identificabile grazie alla presenza dell'aquila dal piumaggio scuro posta alla sua sinistra, è rappresentato seduto su alcune nuvole e rivestito di una tunica bianca a ombreggiature grigie profilata d'azzurro, sulla quale si avvolge un manto blu ad ampi panneggi. Ha il volto giovanile, reso di semiprofilo, incorniciato da capelli castani ondulati; con la mano sinistra regge un cartiglio mentre nella destra, sollevata, tiene una penna (?)	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037759-2	40.2	33.77	S. Giovanni , identificabile grazie a il presenza di il aquila da il piumaggio scuro porre a il suo sinistra , essere rappresentare sedere su alcuno nuvola e rivestire di uno tunica bianco a ombreggiatura grigio profilare di azzurro , su il quale si avvolgere uno manto blu a ampio panneggio . avere il volto giovanile , rendere di Semiprofilo , incorniciare da capello castano ondulato ; con il mano sinistra reggere uno cartiglio mentre in il destra , sollevato , tenere uno penna ( ? )	35
dipinto	1909-1909	intonaco/ pittura a fresco	Ivrea (TO)	S. Luca, coperto da un'ampia veste marrone, tiene nella destra una penna e regge con la sinistra una tavola; ha lo sguardo sollevato verso l'alto e il capo circondato da un'aureola dorata; è provvisto di barba e capelli brizzolati	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037759-4	47.5	46.3	S. Luca , coprire da uno ampio veste marrone , tenere in il destra uno penna e reggere con il sinistra uno tavola ; avere il sguardo sollevare verso il alto e il capo circondare da uno aureola dorato ; essere provvisre di barba e capello brizzolato	25
dipinto	1790-1799	intonaco/ pittura a fresco	Ivrea (TO)	Nel tamburo della cupola si aprono quattro quattro ovali, tre dei quali affrescati mentre il quarto è occupato da una finestra. Gli ovali sono profilati da una doppia modanatura liscia indorata fasciata da un'incorniciatura mistilinea in muratura, lievemente aggettante e tinteggiata in grigio; essa si conclude con un coronamento superiore arcuato, ornato al centro da una borchia e desinente in due riccioli laterali, del tutto analogo all'elemento decorativo osservabile sopra le finestre illusive del transetto. Inferiormente gli ovali si addentrano in specchiature tinteggiate in lilla con cornici dorate mistilinee e modanatura doppia, accoglienti festoni vegetali in stucco fermati lateralmente da motivi di borchie e nastri. Nel terzo ovale è dipinta, su fondo verde scuro, una croce marrone poggiata su nuvole bianche e circondata da fitti raggi gialli; dalle braccia della croce ricade un drappo coi lembi svolazzanti recante una scritta a caratteri maiuscoli	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037760-1	39.6	30.3	in il tamburo di il cupola si aprire quattro quattro ovale , tre di il quale affrescare mentre il quarto essere occupare da uno finestra . il ovale essere profilato da uno doppio modanatura liscio indorato fasciare da uno incorniciatura mistilineo in muratura , lievemente aggettare e tinteggiare in grigio ; esso si concludere con uno coronamento superiore arcuato , ornare a il centro da uno borchia e desinere in due ricciolo laterale , di il tutto analogo a il elemento decorativo osservabile sopra il finestra illusive di il transetto . inferiormente il ovale si addentrare in specchiatura tinteggiato in lilla con cornice dorato mistilinea e modanatura doppio , accogliente festone vegetale in stucco fermare lateralmente da motivo di borchia e nastro . in il terzo ovale essere dipingere , su fondo verde scuro , uno croce marrone poggiare su nuvola bianco e circondare da fitto raggio giallo ; da il braccio di il croce ricadere uno drappo con il lembo svolazzanto recare uno scritta a carattere maiuscolo	43
dipinto	1790-1799	intonaco/ pittura a fresco	Ivrea (TO)	Nel tamburo della cupola si aprono quattro quattro ovali, tre dei quali affrescati mentre il quarto è occupato da una finestra. Gli ovali sono profilati da una doppia modanatura liscia indorata fasciata da un'incorniciatura mistilinea in muratura, lievemente aggettante e tinteggiata in grigio; essa si conclude con un coronamento superiore arcuato, ornato al centro da una borchia e desinente in due riccioli laterali, del tutto analogo all'elemento decorativo osservabile sopra le finestre illusive del transetto. Inferiormente gli ovali si addentrano in specchiature tinteggiate in lilla con cornici dorate mistilinee e modanatura doppia, accoglienti festoni vegetali in stucco fermati lateralmente da motivi di borchie e nastri. Il primo ovale a partire da sinistra è decorato con un grande calice grigio sormontato da un'ostia che sprigiona lunghi raggi gialli	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037760-3	40.3	34.42	in il tamburo di il cupola si aprire quattro quattro ovale , tre di il quale affrescare mentre il quarto essere occupare da uno finestra . il ovale essere profilato da uno doppio modanatura liscio indorato fasciare da uno incorniciatura mistilineo in muratura , lievemente aggettare e tinteggiare in grigio ; esso si concludere con uno coronamento superiore arcuato , ornare a il centro da uno borchia e desinere in due ricciolo laterale , di il tutto analogo a il elemento decorativo osservabile sopra il finestra illusive di il transetto . inferiormente il ovale si addentrare in specchiatura tinteggiato in lilla con cornice dorato mistilinea e modanatura doppio , accogliente festone vegetale in stucco fermare lateralmente da motivo di borchia e nastro . il primo ovale a partire da sinistra essere decorare con uno grande calice grigio sormontare da uno ostia che sprigionare lungo raggio giallo	40
dipinto	1790-1799	intonaco/ pittura a fresco	Ivrea (TO)	La cupola, di sezione ellittica, è ripartita in quattro spicchi da doppi costoloni tinteggiati in grigio e decorati con rosoni e fiori in stucco entro riquadri con cornici dorate a più modanature; i costoloni, poggianti in alto su basi dipinte in lilla e ornate con festoni floreali in stucco fermati in alto da borchie e nastri, convergono alla sommità di un ovale accogliente, su fondo blu assai sbiadito, una colomba bianca entro una corona di raggi dorati. Gli spicchi presentano una decorazione a illusive mensole grigie con ornato centrale a conchiglia e cornice spezzata a più modanature; su di esse poggiano finte targhe dal profilo mistilineo sulle quali ricadono a festone ghirlande vegetali in chiaroscuro che affiancano tondi accoglienti teste di santi su fondo oro. Nel secondo medaglione, affiancato da rametti di alloro incrociati, è ritratta una testa femminile aureolata ricoperta di un velo giallo; anche in questo caso la genericità del soggetto non permette di stabilire con certezza di quale personaggio si tratti: potrebbe forse trattarsi della Madonna	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037761-1	40.7	11.03	il cupola , di sezione ellittico , essere ripartire in quattro spicco da doppio costolone tinteggiare in grigio e decorare con rosone e fiore in stucco entro riquadro con cornice dorare a più modanatura ; il costolone , poggiante in alto su base dipinre in lilla e ornare con festone floreale in stucco fermare in alto da borchia e nastro , convergere a il sommità di uno ovale accogliente , su fondo blu assai sbiadito , uno colomba bianco entro uno corona di raggio dorato . il spicco presentare uno decorazione a illusive mensola grigio con ornato centrale a conchiglia e cornice spezzare a più modanatura ; su di esso poggiare finto targa da il profilo mistilineo su il quale ricadere a festone ghirlanda vegetale in chiaroscuro che affiancare tondo accogliente testa di santo su fondo oro . in il secondo medaglione , affiancare da rametto di alloro incrociato , essere ritrattare uno testa femminile aureolata ricoprire di uno velo giallo ; anche in questo caso il genericità di il soggetto non permettere di stabilire con certezza di quale personaggio si trattare : potere forse trattare si di il Madonna	55
dipinto	1790-1799	intonaco/ pittura a fresco	Ivrea (TO)	La cupola, di sezione ellittica, è ripartita in quattro spicchi da doppi costoloni tinteggiati in grigio e decorati con rosoni e fiori in stucco entro riquadri con cornici dorate a più modanature; i costoloni, poggianti in alto su basi dipinte in lilla e ornate con festoni floreali in stucco fermati in alto da borchie e nastri, convergono alla sommità di un ovale accogliente, su fondo blu assai sbiadito, una colomba bianca entro una corona di raggi dorati. Gli spicchi presentano una decorazione a illusive mensole grigie con ornato centrale a conchiglia e cornice spezzata a più modanature; su di esse poggiano finte targhe dal profilo mistilineo sulle quali ricadono a festone ghirlande vegetali in chiaroscuro che affiancano tondi accoglienti teste di santi su fondo oro. Nel primo tondo a partire da sinistra è dipinta la testa di un Santo Vescovo (S. Pietro?), come suggeriscono infatti la mitra che questi porta in capo e la presenza del bastone pastorale di cui si intravede il ricciolo; il santo, che indossa un piviale bianco, ha il volto reso di semiprofilo e provvisto di una folta barba castana	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037761-3	45.1	31.98	il cupola , di sezione ellittico , essere ripartire in quattro spicco da doppio costolone tinteggiare in grigio e decorare con rosone e fiore in stucco entro riquadro con cornice dorare a più modanatura ; il costolone , poggiante in alto su base dipinre in lilla e ornare con festone floreale in stucco fermare in alto da borchia e nastro , convergere a il sommità di uno ovale accogliente , su fondo blu assai sbiadito , uno colomba bianco entro uno corona di raggio dorato . il spicco presentare uno decorazione a illusive mensola grigio con ornato centrale a conchiglia e cornice spezzare a più modanatura ; su di esso poggiare finto targa da il profilo mistilineo su il quale ricadere a festone ghirlanda vegetale in chiaroscuro che affiancare tondo accogliente testa di santo su fondo oro . in il primo tondo a partire da sinistra essere dipingere il testa di uno santo vescovo ( S. Pietro ? ) , come suggerire infatti il mitra che questi portare in capo e il presenza di il bastone pastorale di cui si intravedere il ricciolo ; il santo , che indossare uno piviale bianco , avere il volto rendere di semiprofilo e provvisre di uno folto barba castano	52
dipinto	ca 1765-ca 1765	intonaco/ pittura a fresco	Moncalvo (AT)	La scena raffigura un interno affollato in cui, in primo piano, due ancelle inginocchiate si prendono cura della piccola Maria appena nata, provvedendo a lavarla in una bacinella, con una brocca. Sul lato destro della composizone altre due figure femminili inginocchiate accudiscono a faccende domestiche. Sullo sfondo, al centro della scena, si distingue S. Anna, distesa nel letto, accanto a cui si trovano S. Gioacchino e un'altra donna	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100037805-1	56.4	67.86	il scena raffigurare uno interno affollato in cui , in primo piano , due ancella inginocchiato si prendere cura di il piccolo Maria appena nato , provvedere a lavare lo in uno bacinella , con uno brocca . su il lato destro di il composizone altro due figura femminile inginocchiato accudire a faccenda domestico . su il sfondo , a il centro di il scena , si distinguere S. Anna , distendere in il letto , accanto a cui si trovare S. Gioacchino e uno altro donna	34
